"","ORF.Max.Len","ORF.Max.Cov","Seq.lnc.Dist","Seq.pct.Dist","Seq.Dist.Ratio","Signal.Peak","SNR","Signal.Min","Signal.Q1","Signal.Q2","Signal.Max"
"SPENT003674",192,0.264099037138927,-60.1534995714317,-54.2050060436504,1.10974066718102,0.850605031786778,0.0798738880263693,0.79181027797041,0.850605031786778,1.01411048668017,2.24142114583773
"LINC01099:1",150,0.197889182058047,-78.3554853149336,-70.4341197968968,1.11246488975626,0.825620302793727,0.0738064437453395,0.796063353322428,0.875609054641305,1.01709905748137,2.02583390427798
"lnc-NEK3-1:14",351,0.418854415274463,-30.6605105374378,-27.3466384827529,1.12118023415474,1.00401380252048,0.0830716133613653,0.933700925644644,1.01575968992602,1.15303801124831,2.86939991485302
"SPENT002878",639,0.702197802197802,-15.758117674045,-14.392623870383,1.09487455629768,5.92392434828907,0.472793740255529,1.16299188065409,1.34844269829315,1.56743275271874,5.92392434828907
"SPENT002053",318,0.369767441860465,-34.7005619220383,-30.8912992449358,1.12331183116965,2.08967200480952,0.167340492427159,1.06954054022371,1.25598991542096,1.4152837765137,2.53991269973159
"lnc-ADAM32-1:1",105,0.411764705882353,-114.99584838929,-103.577907338738,1.11023529383743,0.23898108,0.0655028088745462,0.234804968456974,0.284800880089128,0.3543329650743,0.8059467277814
"lnc-GGCT-1:10",162,0.29136690647482,-72.2139943010164,-64.7512908355618,1.11525180995088,0.508036270543035,0.0635597826822776,0.648420560784152,0.701009131129911,0.883767824279774,1.84753085508362
"SPENT001675",648,0.127009016072129,-15.7450205838355,-13.9560382947424,1.12818697192649,14.9840520235762,0.196418192845653,4.53797787495072,5.01820776866918,5.63640733863977,21.6248906497139
"lnc-POT1-2:1",402,0.209593326381648,-26.7716964900746,-23.7782982613418,1.12588782409208,1.9186122089837,0.0686565464618614,2.15176906183356,2.33791202568873,2.76685922828526,6.81359361063341
"lnc-PGM2L1-1:2",144,0.247848537005164,-81.9007584932412,-73.4993314187121,1.11430617003395,0.457757275732713,0.0529825518749954,0.559517564922881,0.63570635953585,0.714848907651266,1.44588122640389
"SPENT006128",432,0.327272727272727,-24.6657719493746,-22.1955264416932,1.11129474735238,23.7038485809012,1.29941230884719,1.50433604189317,1.65245299518381,1.93718854133759,23.7038485809012
"lnc-HAO2-4:1",132,0.110831234256927,-89.9379619380233,-80.7943023176122,1.11317208464115,0.807492105458204,0.0452489687833302,1.03927154804986,1.19203444357779,1.43892350893792,2.75510998082333
"lnc-FBXO2-1:1",246,0.252566735112936,-46.0258740458085,-41.1857833460291,1.11751848105242,1.04004663753674,0.0756269973752654,1.09847132832032,1.18945347966108,1.41286678579876,7.051211552107
"SPENT001362",453,0.849906191369606,-23.3344670298777,-20.7454189022231,1.12480095677302,0.505204712858132,0.0662536680145581,0.674086635124367,0.725375420040767,0.775228226343293,1.75796211320098
"SPENT005225",198,0.365988909426987,-57.962388621033,-52.3362076138438,1.10750073923394,0.458689348126529,0.0578142854295326,0.618545397792396,0.672126420679244,0.75335593227548,1.58421003096442
"lnc-GRTP1-2:2",264,0.639225181598063,-42.3957119736676,-38.1010909907228,1.11271648321016,0.499643748362733,0.0815939405915444,0.442820912425312,0.495697358257434,0.554950202013345,1.02037426246312
"SORCS3-AS1:1",375,0.246710526315789,-29.009500874415,-25.8853827736469,1.12069043475566,0.939635378946141,0.0415129489845125,1.56185938844556,1.78189562265991,2.01541295550643,5.46657405537236
"SPENT001665",168,0.167164179104478,-69.3160075867864,-62.5016359034364,1.10902709320886,1.03119989200896,0.0706592505898666,1.11153897060407,1.24526218820423,1.36510763018592,2.98020906175398
"SPENT003916",492,0.0810276679841897,-21.4764867572611,-18.9905842259207,1.13090184597624,5.08083724350035,0.0580969053451427,6.84084638702178,7.60222974753792,9.03020530713929,32.6967039637327
"SPENT001304",207,0.134590377113134,-55.5669773642657,-49.8715727121129,1.11420142462781,0.383275136393945,0.0165093219426824,1.32683794634785,1.50907698163652,1.74475727085338,3.65220036330187
"SPENT006116",621,0.153144266337854,-16.3223677426468,-14.6383788857516,1.11503929977754,10.2173415043571,0.176856930419254,4.8130757440538,5.53455121052567,6.54172673131044,36.3406136124046
"SPENT000976",303,0.501655629139073,-36.3625835964029,-32.4386193394879,1.12096582212235,0.901753987025774,0.10168121119622,0.64830687413426,0.74616329868383,0.854433826052587,1.44204847156646
"lnc-CTH-2:2",135,0.161676646706587,-87.9901860329099,-79.0839252654557,1.1126178390559,0.704089443879472,0.0558162080034497,0.744973115237516,0.827516549625876,0.892670046050439,6.73616076322682
"SPENT001582",219,0.180693069306931,-52.3669540980603,-47.0300945555346,1.1134775422623,3.90009798836487,0.22286992993855,1.56956547558842,1.82817280076845,1.98133761440159,3.90009798836487
"SPENT002078",225,0.471698113207547,-50.8567603548625,-45.6191728380299,1.11481110224047,0.815083076022394,0.114774067052931,0.465143906947282,0.562191588983505,0.630265517904514,1.15047967941185
"DLEU2:7",105,0.0751072961373391,-115.214185880741,-103.734051467066,1.11066891007645,1.48413151,0.0696307499299205,1.16974035231463,1.3375240353605,1.60278205951343,2.86222047591787
"LINC00661:12",351,0.480164158686731,-31.1898669306244,-27.9405156698794,1.11629532178777,0.755269610355037,0.0724331946432029,0.891008723761675,0.958314855401616,1.10371909085875,1.97635753635667
"lnc-ATXN7-10:1",246,0.329317269076305,-45.98520152435,-41.0421528021965,1.12043833923568,1.32980194370397,0.119777626766192,0.723457209523242,0.846510084176803,0.937744140730215,1.64000078117514
"SPENT002327",945,0.147587068561612,-9.95380270328945,-8.88823878460468,1.11988470882785,20.7228961732854,0.218431491268097,6.254299991327,7.0148003755779,8.17505740126455,43.3349255443023
"lnc-FOXN1-2:1",63,0.107692307692308,-198.139675866128,-178.888886393862,1.10761311035209,0.241444182967709,0.0283295798484467,0.673463897750182,0.709662524117998,0.864886270732632,1.98505314128138
"SPENT006262",549,0.123287671232877,-18.6531767548801,-16.5935927637201,1.1241192320727,13.4428406406071,0.206652042585787,4.76669304065438,5.23235343386943,6.33773468274365,14.5790004004647
"lnc-EVX1-14:5",66,0.165829145728643,-189.091491183579,-170.86396831878,1.1066785644987,0.506273920058238,0.0831660399238579,0.335203682809211,0.37999377305764,0.464729844681471,0.756091255110159
"LINC00534:1",171,0.215636822194199,-68.107395675394,-61.1557204233651,1.11367170894079,0.637685798837917,0.0538466341896187,0.816480685514324,0.897559588160679,1.08652323967655,2.06734159428974
"SPENT002811",243,0.0452682563338301,-46.5349341284191,-41.7552664163653,1.11446861970399,9.71869596099445,0.120424086783634,5.11599454305444,5.62715572785033,6.42248262547704,24.8121608293217
"lnc-LY6E-5:1",204,0.322274881516588,-56.3129541842633,-50.5629512945961,1.11371968491645,1.62272812,0.172707903860421,0.619266964276992,0.772256129286445,0.906066396892162,1.62272812
"SPENT001757",288,0.0779220779220779,-38.7783718966295,-34.523400658014,1.12324890241158,1.0774563183536,0.0191518833950178,3.1701549678928,3.61550903973589,4.28622383316247,17.0007690435154
"lnc-SPATA21-4:7",150,0.105559465165376,-78.5808948901344,-70.7960339826273,1.1099618222882,3.90683974617377,0.192793733818419,1.58190856013298,1.86509524706673,2.16144176824562,7.5635051448056
"MIR137HG:15",222,0.215533980582524,-51.2968316361584,-45.9695947997476,1.11588609513782,0.843573728957187,0.0540480102717731,0.939336152305674,1.06170108467473,1.16342783647404,2.56274468308349
"SPENT001936",330,0.40097205346294,-33.3854871945965,-29.8326313623214,1.11909294185703,3.01130149686018,0.248489935824288,0.89966516544016,1.06895768889566,1.27498170588409,3.01130149686018
"lnc-CST11-2:4",246,0.461538461538462,-45.9141904958702,-41.1316925505713,1.11627282148477,0.786267149241244,0.101107307482816,0.609520572822894,0.650054754246274,0.739338410167398,1.54980973279763
"lnc-MSN-1:6",45,0.189873417721519,-286.077842604786,-258.177279834507,1.10806745964697,0.12684889,0.0369080809627986,0.249847153754272,0.289298297964279,0.309824449748956,0.894115256714188
"lnc-PAPSS2-1:2",135,0.335820895522388,-87.9343588099899,-79.2282310782205,1.10988668575945,0.582075244118496,0.102767635132157,0.511594165637938,0.584227184721099,0.64653377462602,1.1536112052301
"lnc-EXTL3-1:1",162,0.726457399103139,-72.3358813831868,-64.9095663128486,1.11441017853278,0.129925340536659,0.0410583635331254,0.275847843414254,0.313256143204424,0.369921063548468,0.54750154961391
"SPENT002522",198,0.0545454545454545,-58.1653030580962,-52.2109777729208,1.11404355059337,5.17298805581992,0.0961274045357368,3.69191888965143,4.14312034782205,4.79272822261151,20.6530824369559
"ENST00000611799",330,0.712742980561555,-33.2194459714739,-29.7489010817328,1.11666128036818,0.277925605614003,0.040751650560906,0.538481960101227,0.580306579240096,0.627274958898935,1.09729868607482
"LINC01363:3",213,0.219361483007209,-53.6496557694507,-48.089742623501,1.11561536499537,1.53528515176527,0.10680244652895,1.0450783010755,1.18645720270433,1.30176598982535,2.4758730598003
"SPENT005988",600,1,-16.775575648148,-14.9195596013807,1.12440153036391,0.998064479999996,0.113323434114924,0.6131625492279,0.703746982166888,0.804678229186231,1.19808085800626
"NRG1-IT1:6",147,0.202479338842975,-80.2226094149971,-72.1910598672827,1.11125407443082,0.489607296737235,0.0465369282261496,0.79824209231582,0.852256378222656,0.965641808152651,1.8385590761668
"TRAM2-AS1:28",165,0.4125,-70.4385951776884,-63.5750704419138,1.107959372881,1.46019032304387,0.264827836017392,0.522601381417481,0.571964533374704,0.635210555816285,2.47665692184106
"SPENT004913",264,0.231578947368421,-42.706686807351,-37.9939802338587,1.12403824354503,1.38792680528916,0.0805767819590082,1.08942327454868,1.26283532863882,1.53059833789442,3.74359892215454
"SPENT002687",267,0.0992196209587514,-42.1912456670208,-37.8115731890045,1.11582888805298,2.88925326999997,0.0739104419379752,3.12539922249933,3.52901716407973,4.10667991711612,9.48147969457597
"lnc-HNRNPU-6:1",54,0.142480211081794,-234.801124345428,-212.036532945389,1.10736164699459,0.529091632579932,0.0977421896492734,0.460672490747235,0.48659246479313,0.534429599140917,1.17373871322433
"SNHG11:2",333,0.125565610859729,-33.1134511375159,-29.5577414393255,1.12029707024434,1.38709629661604,0.036196185523996,3.10255468670503,3.48843353253415,4.10271496934157,11.3657224620203
"SPENT000888",447,0.381725021349274,-24.0512561560722,-21.5613457458458,1.11548028771377,4.54189799756778,0.271483576172017,1.21296361085611,1.41862433628991,1.65734193530956,6.05089945116324
"SPENT000498",849,0.772520473157416,-11.2813458111939,-9.91022664961655,1.13835396606498,2.04227300964048,0.124445411950044,1.06931890333297,1.1874097700009,1.4976340707323,2.69346246143535
"SPENT001528",270,0.138461538461538,-41.6516898646771,-37.5111842097097,1.11038056361589,2.21491024081029,0.0762799589142828,1.94446474833702,2.2025256382763,2.73080530917436,5.7384023974516
"lnc-IFNG-3:1",84,0.108108108108108,-146.000889217812,-131.661975744862,1.10890702035899,1.17317649996891,0.104240587878091,0.84863933254392,0.944594974002209,1.10016900239878,2.63315017672636
"lnc-TBCCD1-4:16",186,0.379591836734694,-62.1961493405516,-55.9327986882763,1.11197992589611,1.47697319467429,0.214913705499195,0.689497452860917,0.761171327690065,0.875019011655331,1.47697319467429
"lnc-ALPL-2:1",159,0.193666260657734,-73.7367691329135,-66.0355395257647,1.11662249846757,0.983595889596571,0.081276741374068,0.833563513256074,0.933300732188971,1.18704722521545,2.33348975648136
"SPENT002116",273,0.470689655172414,-40.9679106734931,-36.6056919891445,1.119167770019,0.570927927053628,0.0684507007768148,0.684545840181631,0.758967668236564,0.861312641950246,1.59447929181794
"SPENT001705",174,0.384955752212389,-66.7951271959847,-59.8471385249999,1.11609558689397,0.662181744629736,0.100109287164919,0.455672703552523,0.537936874120848,0.614779039931469,1.9933273703656
"lnc-FAM204A-6:4",114,0.197916666666667,-105.346559927121,-94.6928614688859,1.11250793663824,0.788088910000001,0.0927553705391452,0.542673742074762,0.637954238807145,0.736111540000001,1.28623159766581
"SPENT003538",531,0.344805194805195,-19.4779794981287,-17.581152742728,1.10788978306245,4.48606315677476,0.209036573756296,1.88722434452235,2.18951398847726,2.64535569149905,6.5104651891996
"lnc-GTF2F2-5:1",153,0.343820224719101,-76.8798968438975,-69.0500552689774,1.11339370467438,0.361876713440952,0.0562193809539241,0.482249932122579,0.518372291391483,0.597216433674122,1.11678997742129
"ENST00000684933",555,0.529580152671756,-18.7193072522505,-16.6586565697794,1.12369849116221,5.08168340959845,0.332278883691008,0.994231818877798,1.1186027966941,1.44531581669319,6.44756891881716
"LINC01736:13",126,0.225,-94.7473479701879,-85.3314504840238,1.11034498338836,0.282112283403465,0.03437521055922,0.634012317968041,0.695169358354261,0.753454355710057,2.03804249190406
"ENST00000665489",315,0.119771863117871,-35.2057636610212,-31.458416387308,1.11912065844564,1.89412406028049,0.0502329705161082,2.92568578886508,3.23500794172412,3.68005467090064,23.2880968496522
"SPENT001799",228,0.205962059620596,-50.2927842547481,-45.0433352635048,1.11654219121506,0.763251749999997,0.0454874772669216,0.938468737928317,1.03027010041353,1.23316711045463,3.1504556708646
"LINC01491:9",63,0.226618705035971,-198.796934500077,-179.404191507189,1.1080952614873,0.412758934298898,0.101746272434709,0.317774993901513,0.376342325626853,0.417763691146504,0.641429311920352
"LINC02298:21",186,0.147268408551069,-62.2847803221575,-55.8224597319398,1.11576560082178,2.02226053000002,0.113064158805516,1.63820320354821,1.8283752292293,2.06094785246323,8.58595411285638
"SPENT004984",177,0.236315086782377,-65.7777267466899,-59.10406611687,1.1129137311234,0.560747588306365,0.0505140333571036,0.749471433995735,0.820291758236517,0.94994850501815,2.10970986306507
"SPENT001611",207,0.0565110565110565,-55.4811584374776,-49.5816238317004,1.11898631286871,3.43625663559507,0.0627479591746182,3.53426671680427,3.91444548342356,4.5873742320705,20.5787962339478
"lnc-NOVA1-1:2",117,0.191176470588235,-102.25657809016,-92.0626428231691,1.11072824931358,1.02815072795836,0.114819330329577,0.617376453644596,0.727551934952399,0.827940292665389,2.31014499870403
"SPENT003358",180,0.523255813953488,-64.578244135184,-58.0634319571311,1.11220163807856,0.511278548436376,0.0976677219584417,0.28096421191478,0.314144546008416,0.408748400581316,0.778548006457338
"SPENT000408",168,0.622222222222222,-69.8210941977773,-62.9637805174542,1.10890886195155,0.939486729999999,0.249623196500071,0.276147651507737,0.339111315781587,0.419379519340445,0.939486729999999
"lnc-SERPINB6-5:2",90,0.212264150943396,-135.473006331165,-122.10594673355,1.10947099592769,0.235454068078515,0.0383657031339377,0.429753986786859,0.493428111529208,0.593452820745276,1.06140553905045
"lnc-C3orf30-11:1",90,0.412844036697248,-135.629213908354,-122.037432185605,1.11137387504251,0.186514132694402,0.0537842760270734,0.14500360703356,0.161082950246228,0.186514132694402,0.346737196313759
"ENST00000666997",210,0.0521480009932953,-54.6288323850266,-48.6862200895043,1.12205943046302,2.4225537795976,0.0391601429046159,3.26435166949301,3.68392761623749,4.18528923951093,14.6705818397413
"SPENT003526",132,0.198496240601504,-90.1278664029937,-81.3475663010451,1.10793562120169,2.27892396180772,0.24041173891601,0.871646160608601,0.929552989623719,1.1038790683598,2.3517220694647
"lnc-AIFM2-2:1",84,0.139767054908486,-147.590198579315,-133.064720665262,1.10916099956045,0.394340236836509,0.041783969018106,0.47839273124182,0.549934168912054,0.63985270174448,1.08492524505604
"TRHDE-AS1:10",327,0.0690893724910205,-33.6823496764213,-29.9603054200809,1.12423252046842,12.7513223848861,0.182331142243659,4.72371046619495,5.26161562486225,6.25054427422147,72.6964313558348
"LINC02305:7",87,0.144518272425249,-140.668172608769,-126.729650641479,1.10998627311553,0.4984384557658,0.0569222360597476,0.589239757647603,0.703906591518492,0.800369314647743,1.47646967366161
"lnc-IBTK-3:1",75,0.235109717868339,-164.690920769684,-148.452898464211,1.10938164544754,0.187836052345585,0.0400318324429339,0.299079496860716,0.345306763779473,0.437566740290049,0.928289617969151
"SPENT003890",441,0.0168198634577978,-24.167732921735,-21.3852506212356,1.13011221377674,23.001586574255,0.0593136391672477,27.2485897161409,30.6952526492589,35.2901029605787,715.323617693109
"SPENT003175",294,0.0665911664779162,-37.8412607829458,-33.5907199889725,1.12653913924348,6.85346680800977,0.105771119994227,4.58887019912733,5.14779861490124,6.01843594297154,16.5520192426313
"lnc-BRINP2-3:1",162,0.0688775510204082,-72.4530575515412,-65.0375097377403,1.11401955338856,1.79171602130773,0.0516322935598513,2.35048851918608,2.70547872348737,3.34110289185965,11.1344905693853
"lnc-SLC35A3-1:2",174,0.034339846062759,-66.9114961562148,-59.9499041420461,1.11612348866603,1.4753426532347,0.0188900021059189,4.22378160728931,4.72819931789875,5.45264492917653,20.1041183805162
"SPENT001174",894,0.235759493670886,-10.708062271175,-9.34244926197525,1.14617291150383,6.20672285563284,0.111023370292297,3.66150072972074,4.17051539999999,4.78402661972764,14.6273251249901
"SPENT001896",489,0.232083531086853,-21.0411346800554,-18.7799694256375,1.12040303171799,0.892329445364135,0.0307498686261551,2.81609907549812,3.21902223605446,3.80305334362927,15.7747295604506
"SPENT001422",282,0.137762579384465,-39.5084889470872,-35.4326405678165,1.11503089563618,1.77726609016144,0.0588926973241419,2.26941870726942,2.64479588528091,3.11965738964781,6.96877229774943
"ENST00000585538",675,0.322812051649928,-14.874959059652,-13.3921222031837,1.11072456134815,10.43423761,0.348649991181267,2.5686893636485,2.9414557119515,3.41649138461638,10.43423761
"ENST00000661510",255,0.161904761904762,-44.3744991744645,-39.6519946879509,1.11909878742995,3.54754351954349,0.151987279544529,1.62817693101555,1.78455084847605,2.06611633815456,4.75125283781052
"lnc-RLF-6:1",168,0.142735768903993,-69.3675387051849,-62.1377340179265,1.11635127674872,0.875541641391555,0.049695203017363,1.21803060931838,1.3030894816299,1.4123135109829,4.3746081948973
"SPENT000365",303,0.509243697478992,-36.6429268950908,-32.7265062057532,1.1196712128302,0.87936982551749,0.0981049807707349,0.545815959967169,0.622900041270012,0.708454989477777,2.02493164040408
"ENST00000583934",426,0.924078091106291,-25.9687193681466,-23.4137359800107,1.10912326808149,1.47478813983001,0.224549433603301,0.596518462852178,0.698086484598007,0.915411005300806,2.46336731500315
"LINC00928:7",156,0.106122448979592,-75.3418641632934,-67.3582219894954,1.11852513231485,0.565027624518408,0.0261366660339594,1.64702625782197,1.84792067450667,2.04000479654534,5.5211418690269
"ENST00000659223",243,0.100871731008717,-46.4481710284353,-41.5040910352895,1.11912271464859,2.65715229669015,0.0734455506011091,2.44785245066754,2.73461039029417,3.14351851931245,8.89681652432992
"ENST00000659067",93,0.0888252148997135,-130.722909043631,-117.678856551104,1.11084448706265,1.31577573774249,0.0849642708865216,1.0848725172067,1.25204898005141,1.46455714936143,2.64413357141511
"SPENT003628",243,0.419689119170984,-46.5582112230744,-41.6171028579242,1.11872783124809,1.30428771358139,0.151956331193176,0.639255327899444,0.697117835270926,0.747742164382358,2.21267077270028
"SPENT002792",513,0.0264215080346106,-20.2975320204299,-18.4101188459949,1.10252042315553,37.703869320001,0.133500946264321,21.9260363578255,24.6623933001666,28.5731328534587,131.841830787589
"lnc-C16orf78-2:1",84,0.147110332749562,-146.259455808486,-131.935304709962,1.10856950783577,0.519467562105238,0.0651328414785681,0.682416109260666,0.798969695990298,0.855526122509299,1.82257466677779
"ENST00000690294",297,0.147029702970297,-37.4429028113498,-33.4580440963317,1.11910016926109,1.30804331258181,0.0438834341955014,2.16782713454087,2.36861861141253,2.66892948267248,6.83780981108372
"SPENT004934",264,0.0409175449473032,-42.8619066006116,-38.2786875844453,1.11973291942299,10.939392795183,0.117366287730788,7.06594695855035,7.9339900153269,9.27200876763405,38.9340049948648
"SPENT001113",1446,0.541775946047209,-6.4212069636531,-5.75725822720158,1.11532377222799,88.4761596564363,2.47524457623366,3.36128969654852,3.89227875063597,4.93480805303123,88.4761596564364
"SPENT005199",234,0.0713197195976836,-48.5541731496132,-43.3527191098324,1.11997988007634,6.28452425616482,0.131617188152949,3.60979545421575,4.08681155297238,4.70173176652947,18.8706006547434
"lnc-IL20RA-1:2",216,0.160118606375093,-52.8677501636414,-47.395489950754,1.11545951352277,1.51053354890965,0.0757296644497485,1.44287031073995,1.5866463978822,1.88047960099216,7.01367139306085
"SPENT004723",459,0.0984555984555985,-22.9995797899554,-20.343559896021,1.13055826549088,4.05287663000217,0.0586868844671547,4.91235296956867,5.46960799073238,6.5276945173475,25.4374546922987
"lnc-FOXN3-6:1",237,0.137550783517121,-48.1568912172071,-43.0967564417353,1.11741335527913,2.15307090060267,0.0819439900847984,1.45053575042236,1.60168250323806,1.83945895406215,4.78013605550805
"SPENT005274",162,0.185779816513761,-72.4262843390733,-64.7490243612223,1.11856950824496,0.466232600839359,0.0359374890108584,0.819714412522679,0.899349216779507,1.02478065553622,2.56446243565629
"SPENT000904",423,0.117369589345172,-25.1896651101489,-22.3600185437597,1.12654938370697,2.5474743311898,0.0482107681273292,3.9359144008216,4.52123757796532,5.59349170456388,29.6136220623661
"lnc-BMS1-7:2",165,0.328031809145129,-70.8673583940267,-63.8016916276704,1.11074419166798,1.49799154908515,0.20487591944556,0.562622990853958,0.714374697727404,0.819588497653578,1.49799154908515
"ENST00000690867",327,0.279248505550811,-33.5183805374811,-30.181768621486,1.11055057633766,3.16525666801848,0.192327932704366,1.46244277310228,1.62185757727986,1.80800877593594,4.99003871474581
"LINC01584:4",156,0.278571428571429,-75.4084660233683,-67.7780812298358,1.11257894373932,0.630583359770246,0.0788471454610468,0.638480434724922,0.674469373015157,0.780812289944459,1.57266398550022
"SNHG6:1",90,0.187891440501044,-135.756383760707,-122.179842143985,1.11111932523797,0.200881114263279,0.0284205288393118,0.493467387577337,0.565349900397746,0.624392751437055,1.0964871281564
"SPENT000893",222,0.347417840375587,-51.3808187314956,-46.1349045799985,1.11370813918994,0.718853555201742,0.0779715894107955,0.758191151126445,0.857713104517964,0.965745809771477,1.52495071289066
"lnc-DEF8-2:16",291,0.126631853785901,-38.202976550753,-34.2486871148351,1.11545813194705,1.05780467912264,0.0320434681482321,2.42926522770427,2.92141070162148,3.50664999284533,38.6372039277067
"SPENT001670",927,0.128446723015103,-10.2749745617638,-8.96482165758316,1.14614377778195,8.44793935471524,0.0789429626364408,6.66641564405214,7.60467438532114,8.6531034668332,48.2549000629049
"SPENT005661",234,0.0856515373352855,-48.4762290419392,-43.5226330300777,1.1138165516879,3.04743290952674,0.0757926436809814,2.76589518778314,3.19671396292754,3.69992853571392,13.3866769531532
